,postcode,locality,long,lat,dc
15909,2129,SYDNEY MARKETS,151.069553,-33.864104,SYDNEY MARKETS LPO
15910,2130,SUMMER HILL,151.135883,-33.892783,CROYDON PARK DC
15911,2131,ASHFIELD,151.124008,-33.887602,CROYDON PARK DC
15912,2132,CROYDON,151.11338500000002,-33.882419,CROYDON PARK DC
15913,2133,CROYDON PARK,151.102087,-33.898793,CROYDON PARK DC
15914,2133,ENFIELD SOUTH,151.102087,-33.898793,ENFIELD SOUTH LPO
15915,2134,BURWOOD,151.10175700000002,-33.880049,BURWOOD NORTH LPO
15916,2134,BURWOOD NORTH,151.10175700000002,-33.880049,BURWOOD NORTH LPO
15917,2135,STRATHFIELD,151.08475900000002,-33.881009000000006,LIDCOMBE DELIVERY CENTRE
15918,2136,BURWOOD HEIGHTS,151.087741,-33.892944,LIDCOMBE DELIVERY CENTRE
15919,2136,ENFIELD,151.087741,-33.892944,LIDCOMBE DELIVERY CENTRE
15920,2136,STRATHFIELD SOUTH,151.087741,-33.892944,LIDCOMBE DELIVERY CENTRE
15921,2137,BREAKFAST POINT,151.103751,-33.857490000000006,LIDCOMBE DELIVERY CENTRE
15922,2137,CABARITA,151.103751,-33.857490000000006,LIDCOMBE DELIVERY CENTRE
15923,2137,CONCORD,151.103751,-33.857490000000006,LIDCOMBE DELIVERY CENTRE
15924,2137,MORTLAKE,151.103751,-33.857490000000006,LIDCOMBE DELIVERY CENTRE
15925,2137,NORTH STRATHFIELD,151.103751,-33.857490000000006,LIDCOMBE DELIVERY CENTRE
15926,2138,CONCORD WEST,151.086036,-33.846098,LIDCOMBE DELIVERY CENTRE
15927,2138,LIBERTY GROVE,151.086036,-33.846098,LIDCOMBE DELIVERY CENTRE
15928,2138,RHODES,151.086036,-33.846098,LIDCOMBE DELIVERY CENTRE
15929,2139,CONCORD REPATRIATION HOSPITAL,151.09516299999999,-33.835993,LIDCOMBE DELIVERY CENTRE
15930,2140,HOMEBUSH,151.070853,-33.835018,LIDCOMBE DELIVERY CENTRE
15931,2140,HOMEBUSH SOUTH,151.070853,-33.835018,HOMEBUSH SOUTH LPO
15932,2140,HOMEBUSH WEST,151.070853,-33.835018,LIDCOMBE DELIVERY CENTRE
15933,2141,BERALA,151.044768,-33.872483,LIDCOMBE DELIVERY CENTRE
15934,2141,LIDCOMBE,151.044768,-33.872483,LIDCOMBE NORTH LPO
15935,2141,LIDCOMBE NORTH,151.044768,-33.872483,LIDCOMBE NORTH LPO
15936,2141,ROOKWOOD,151.044768,-33.872483,LIDCOMBE DELIVERY CENTRE
15937,2142,BLAXCELL,151.015196,-33.832747,BLAXCELL LPO
15938,2142,CAMELLIA,151.015196,-33.832747,LEIGHTONFIELD DF
15939,2142,GRANVILLE,151.015196,-33.832747,LEIGHTONFIELD DF
15940,2142,HOLROYD,151.015196,-33.832747,LEIGHTONFIELD DF
15941,2142,ROSEHILL,151.015196,-33.832747,LEIGHTONFIELD DF
15942,2143,BIRRONG,151.02193400000002,-33.885382,LEIGHTONFIELD DF
15943,2143,POTTS HILL,151.02193400000002,-33.885382,LEIGHTONFIELD DF
15944,2143,REGENTS PARK,151.02193400000002,-33.885382,LEIGHTONFIELD DF
15945,2144,AUBURN,151.026756,-33.851867999999996,LEIGHTONFIELD DF
15946,2144,AUBURN SOUTH,151.026756,-33.851867999999996,
15947,2145,GIRRAWEEN,150.957425,-33.813103999999996,SEVEN HILLS DF
15948,2145,GREYSTANES,150.957425,-33.813103999999996,SEVEN HILLS DF
15949,2145,MAYS HILL,150.957425,-33.813103999999996,SEVEN HILLS DF
15950,2145,PEMULWUY,150.957425,-33.813103999999996,SEVEN HILLS DF
15951,2145,PENDLE HILL,150.957425,-33.813103999999996,SEVEN HILLS DF
15952,2145,SOUTH WENTWORTHVILLE,150.957425,-33.813103999999996,SEVEN HILLS DF
15953,2145,WENTWORTHVILLE,150.957425,-33.813103999999996,SEVEN HILLS DF
15973,2049,LEWISHAM,151.15085,-33.897219,ALEXANDRIA DF
15974,2049,PETERSHAM,151.15085,-33.897219,PETERSHAM NORTH LPO
15975,2049,PETERSHAM NORTH,151.15085,-33.897219,PETERSHAM NORTH LPO
15976,2050,CAMPERDOWN,151.17598,-33.890370000000004,ALEXANDRIA DF
15977,2050,MISSENDEN ROAD,151.17598,-33.890370000000004,MISSENDEN ROAD LPO
15983,2060,HMAS PLATYPUS,151.204557,-33.839863,
15984,2060,HMAS WATERHEN,151.204557,-33.839863,ST LEONARDS DF
15985,2060,LAVENDER BAY,151.204557,-33.839863,ST LEONARDS DF
15986,2060,MCMAHONS POINT,151.204557,-33.839863,ST LEONARDS DF
15987,2060,NORTH SYDNEY,151.204557,-33.839863,NORTH SYDNEY POST SHOP
15988,2060,NORTH SYDNEY SHOPPINGWORLD,151.204557,-33.839863,NORTH SYDNEY POST SHOP
15989,2060,WAVERTON,151.204557,-33.839863,ST LEONARDS DF
15990,2061,KIRRIBILLI,151.212372,-33.848785,ST LEONARDS DF
15991,2061,MILSONS POINT,151.212372,-33.848785,ST LEONARDS DF
15992,2062,CAMMERAY,151.21246000000002,-33.822837,ST LEONARDS DF
15993,2063,NORTHBRIDGE,151.214797,-33.812636,ST LEONARDS DF
15994,2064,ARTARMON,151.183801,-33.813209,ST LEONARDS DF
15995,2065,CROWS NEST,151.192212,-33.828361,ST LEONARDS DF
15996,2065,GORE HILL,151.192212,-33.828361,
15997,2065,GREENWICH,151.192212,-33.828361,ST LEONARDS DF
15998,2065,NAREMBURN,151.192212,-33.828361,ST LEONARDS DF
15999,2065,ROYAL NORTH SHORE HOSPITAL,151.192212,-33.828361,ST LEONARDS DF
16000,2065,ST LEONARDS,151.192212,-33.828361,ST LEONARDS DF
16001,2065,WOLLSTONECRAFT,151.192212,-33.828361,ST LEONARDS DF
16002,2066,LANE COVE,151.16091200000002,-33.818641,ST LEONARDS DF
16003,2066,LANE COVE NORTH,151.16091200000002,-33.818641,ST LEONARDS DF
16004,2066,LANE COVE WEST,151.16091200000002,-33.818641,ST LEONARDS DF
16005,2066,LINLEY POINT,151.16091200000002,-33.818641,ST LEONARDS DF
16006,2066,LONGUEVILLE,151.16091200000002,-33.818641,ST LEONARDS DF
16007,2066,NORTHWOOD,151.16091200000002,-33.818641,ST LEONARDS DF
16008,2066,OSBORNE PARK,151.16091200000002,-33.818641,
16009,2066,RIVERVIEW,151.16091200000002,-33.818641,ST LEONARDS DF
16010,2067,CHATSWOOD,151.17711,-33.798378,ST LEONARDS DF
16011,2067,CHATSWOOD WEST,151.17711,-33.798378,ST LEONARDS DF
16012,2068,CASTLECRAG,151.20271499999998,-33.800881,ST LEONARDS DF
16013,2068,MIDDLE COVE,151.20271499999998,-33.800881,ST LEONARDS DF
16014,2068,WILLOUGHBY,151.20271499999998,-33.800881,WILLOUGHBY NORTH LPO
16015,2068,WILLOUGHBY NORTH,151.20271499999998,-33.800881,WILLOUGHBY NORTH LPO
16016,2069,CASTLE COVE,151.195368,-33.780246000000005,ST LEONARDS DF
16017,2069,ROSEVILLE,151.195368,-33.780246000000005,ST LEONARDS DF
16018,2069,ROSEVILLE CHASE,151.195368,-33.780246000000005,ST LEONARDS DF
16019,2070,EAST LINDFIELD,151.16200700000002,-33.78042,PYMBLE DC
16020,2070,LINDFIELD,151.16200700000002,-33.78042,LINDFIELD WEST LPO
16021,2070,LINDFIELD WEST,151.16200700000002,-33.78042,LINDFIELD WEST LPO
16022,2071,KILLARA,151.17173799999998,-33.761834,PYMBLE DC
16023,2072,GORDON,151.153176,-33.754582,PYMBLE DC
16024,2073,PYMBLE,151.130278,-33.757296000000004,PYMBLE DC
16025,2073,WEST PYMBLE,151.130278,-33.757296000000004,PYMBLE DC
16026,2074,BOBBIN HEAD,151.123716,-33.735222,
16027,2074,NORTH TURRAMURRA,151.123716,-33.735222,PYMBLE DC
16028,2074,SOUTH TURRAMURRA,151.123716,-33.735222,PYMBLE DC
16029,2074,TURRAMURRA,151.123716,-33.735222,PYMBLE DC
16030,2074,WARRAWEE,151.123716,-33.735222,PYMBLE DC
16031,2075,NORTH ST IVES,151.16728999999998,-33.723693,
16032,2075,ST IVES,151.16728999999998,-33.723693,PYMBLE DC
16033,2075,ST IVES CHASE,151.16728999999998,-33.723693,PYMBLE DC
16034,2076,NORMANHURST,151.108249,-33.723263,THORNLEIGH DC
16035,2076,WAHROONGA,151.108249,-33.723263,THORNLEIGH DC
16036,2077,ASQUITH,151.097508,-33.691922,THORNLEIGH DC
16037,2077,HORNSBY,151.097508,-33.691922,THORNLEIGH DC
16038,2077,HORNSBY HEIGHTS,151.097508,-33.691922,THORNLEIGH DC
16039,2077,WAITARA,151.097508,-33.691922,THORNLEIGH DC
16040,2079,MOUNT COLAH,151.112681,-33.666637,THORNLEIGH DC
16041,2080,MOUNT KURING-GAI,151.143563,-33.658174,THORNLEIGH DC
16042,2081,BEROWRA,151.150498,-33.619756,THORNLEIGH DC
16043,2081,COWAN,151.150498,-33.619756,THORNLEIGH DC
16044,2082,BEROWRA HEIGHTS,151.168984,-33.561858,THORNLEIGH DC
16045,2082,BEROWRA WATERS,151.168984,-33.561858,THORNLEIGH DC
16046,2083,BAR POINT,151.194452,-33.525321999999996,THORNLEIGH DC
16047,2083,BROOKLYN,151.194452,-33.525321999999996,THORNLEIGH DC
16048,2083,COGRA BAY,151.194452,-33.525321999999996,THORNLEIGH DC
16049,2083,DANGAR ISLAND,151.194452,-33.525321999999996,THORNLEIGH DC
16050,2083,MILSONS PASSAGE,151.194452,-33.525321999999996,THORNLEIGH DC
16051,2083,MOONEY MOONEY,151.194452,-33.525321999999996,THORNLEIGH DC
16052,2084,AKUNA BAY,151.216929,-33.650999,
16053,2084,COTTAGE POINT,151.216929,-33.650999,FRENCHS FOREST DEL FAC-DEL
16054,2084,DUFFYS FOREST,151.216929,-33.650999,FRENCHS FOREST DEL FAC-DEL
16055,2084,TERREY HILLS,151.216929,-33.650999,FRENCHS FOREST DEL FAC-DEL
16056,2085,BELROSE,151.211719,-33.728782,BELROSE WEST LPO
16057,2085,BELROSE WEST,151.211719,-33.728782,BELROSE WEST LPO
16058,2085,DAVIDSON,151.211719,-33.728782,FRENCHS FOREST DEL FAC-DEL
16059,2086,FRENCHS FOREST,151.22921100000002,-33.75185,FRENCHS FOREST DEL FAC-DEL
16060,2086,FRENCHS FOREST EAST,151.22921100000002,-33.75185,FRENCHS FOREST DEL FAC-DEL
16061,2087,FORESTVILLE,151.210531,-33.766093,FRENCHS FOREST DEL FAC-DEL
16062,2087,KILLARNEY HEIGHTS,151.210531,-33.766093,FRENCHS FOREST DEL FAC-DEL
16063,2088,MOSMAN,151.243351,-33.830687,ST LEONARDS DEL FAC CPM
16064,2088,SPIT JUNCTION,151.243351,-33.830687,SPIT JUNCTION POST SHOP
16065,2089,NEUTRAL BAY,151.216869,-33.838021000000005,NEUTRAL BAY JUNCTION POST SHOP
16066,2089,NEUTRAL BAY JUNCTION,151.216869,-33.838021000000005,NEUTRAL BAY JUNCTION POST SHOP
16067,2090,CREMORNE,151.223094,-33.828949,ST LEONARDS DEL FAC CPM
16068,2090,CREMORNE JUNCTION,151.223094,-33.828949,CREMORNE JUNCTION POST SHOP
16069,2090,CREMORNE POINT,151.223094,-33.828949,ST LEONARDS DEL FAC CPM
16071,2092,SEAFORTH,151.24181299999998,-33.796636,FRENCHS FOREST DEL FAC-DEL
16072,2093,BALGOWLAH,151.258069,-33.79315,FRENCHS FOREST DEL FAC-DEL
16073,2093,BALGOWLAH HEIGHTS,151.258069,-33.79315,FRENCHS FOREST DEL FAC-DEL
16074,2093,CLONTARF,151.258069,-33.79315,FRENCHS FOREST DEL FAC-DEL
16075,2093,MANLY VALE,151.258069,-33.79315,FRENCHS FOREST DEL FAC-DEL
16076,2093,NORTH BALGOWLAH,151.258069,-33.79315,FRENCHS FOREST DEL FAC-DEL
16077,2094,FAIRLIGHT,151.27324199999998,-33.795227000000004,FRENCHS FOREST DEL FAC-DEL
16078,2095,MANLY,151.294675,-33.815482,MANLY EAST LPO
16079,2095,MANLY EAST,151.294675,-33.815482,MANLY EAST LPO
16080,2096,CURL CURL,151.28493999999998,-33.776781,FRENCHS FOREST DEL FAC-DEL
16081,2096,HARBORD,151.28493999999998,-33.776781,FRENCHS FOREST DEL FAC-DEL
16082,2096,QUEENSCLIFF,151.28493999999998,-33.776781,FRENCHS FOREST DEL FAC-DEL
16083,2097,COLLAROY,151.29789499999998,-33.739577000000004,COLLAROY PLATEAU WEST LPO
16084,2097,COLLAROY BEACH,151.29789499999998,-33.739577000000004,COLLAROY BEACH LPO
16085,2097,COLLAROY PLATEAU WEST,151.29789499999998,-33.739577000000004,COLLAROY PLATEAU WEST LPO
16086,2097,LONG REEF,151.29789499999998,-33.739577000000004,
16087,2097,WHEELER HEIGHTS,151.29789499999998,-33.739577000000004,WHEELER HEIGHTS LPO
16088,2099,CROMER,151.279999,-33.748914,FRENCHS FOREST DEL FAC-DEL
16089,2099,CROMER HEIGHTS,151.279999,-33.748914,
16090,2099,DEE WHY,151.279999,-33.748914,FRENCHS FOREST DEL FAC-DEL
16091,2099,DEE WHY BEACH,151.279999,-33.748914,
16092,2099,NARRAWEENA,151.279999,-33.748914,FRENCHS FOREST DEL FAC-DEL
16093,2099,NORTH CURL CURL,151.279999,-33.748914,FRENCHS FOREST DEL FAC-DEL
16094,2099,WINGALA,151.279999,-33.748914,
16095,2100,ALLAMBIE,151.257781,-33.766409,FRENCHS FOREST DEL FAC-DEL
16096,2100,ALLAMBIE HEIGHTS,151.257781,-33.766409,FRENCHS FOREST DEL FAC-DEL
16097,2100,BEACON HILL,151.257781,-33.766409,FRENCHS FOREST DEL FAC-DEL
16098,2100,BROOKVALE,151.257781,-33.766409,FRENCHS FOREST DEL FAC-DEL
16099,2100,NORTH MANLY,151.257781,-33.766409,FRENCHS FOREST DEL FAC-DEL
16100,2100,OXFORD FALLS,151.257781,-33.766409,FRENCHS FOREST DEL FAC-DEL
16101,2100,WARRINGAH MALL,151.257781,-33.766409,WARRINGAH MALL POST SHOP
16102,2101,ELANORA HEIGHTS,151.27114,-33.707117,FRENCHS FOREST DEL FAC-DEL
16103,2101,INGLESIDE,151.27114,-33.707117,FRENCHS FOREST DEL FAC-DEL
16104,2101,NARRABEEN,151.27114,-33.707117,FRENCHS FOREST DEL FAC-DEL
16105,2101,NARRABEEN PENINSULA,151.27114,-33.707117,
16106,2101,NORTH NARRABEEN,151.27114,-33.707117,FRENCHS FOREST DEL FAC-DEL
16107,2102,WARRIEWOOD,151.290953,-33.689941,FRENCHS FOREST DEL FAC-DEL
16108,2102,WARRIEWOOD SHOPPING SQUARE,151.290953,-33.689941,
16130,2000,DARLING HARBOUR,151.256649,-33.859953000000004,
16131,2000,DAWES POINT,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY
16132,2000,HAYMARKET,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY
16133,2000,MILLERS POINT,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY
16134,2000,PARLIAMENT HOUSE,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY
16135,2000,SYDNEY,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY
16136,2000,SYDNEY SOUTH,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY
16137,2000,THE ROCKS,151.256649,-33.859953000000004,WATERLOO DELIVERY FACILITY
16141,2006,THE UNIVERSITY OF SYDNEY,151.186507,-33.889219,SYDNEY UNIVERSITY LPO
16142,2007,BROADWAY,151.19665,-33.883189,BROADWAY POST SHOP
16143,2007,ULTIMO,151.19665,-33.883189,WATERLOO DELIVERY FACILITY
16144,2008,CHIPPENDALE,151.193858,-33.891146,WATERLOO DELIVERY FACILITY
16145,2008,DARLINGTON,151.193858,-33.891146,WATERLOO DELIVERY FACILITY
16146,2008,GOLDEN GROVE,151.193858,-33.891146,
16147,2009,DARLING ISLAND,151.19305500000002,-33.871221999999996,
16148,2009,PYRMONT,151.19305500000002,-33.871221999999996,WATERLOO DELIVERY FACILITY
16149,2010,DARLINGHURST,151.212262,-33.884119,WATERLOO DELIVERY FACILITY
16150,2010,SURRY HILLS,151.212262,-33.884119,WATERLOO DELIVERY FACILITY
16151,2010,TAYLOR SQUARE,151.212262,-33.884119,
16152,2011,ELIZABETH BAY,151.22162600000001,-33.873599,WATERLOO DELIVERY FACILITY
16153,2011,HMAS KUTTABUL,151.22162600000001,-33.873599,WATERLOO DELIVERY FACILITY
16154,2011,KINGS CROSS,151.22162600000001,-33.873599,
16155,2011,POTTS POINT,151.22162600000001,-33.873599,WATERLOO DELIVERY FACILITY
16156,2011,RUSHCUTTERS BAY,151.22162600000001,-33.873599,WATERLOO DELIVERY FACILITY
16157,2011,WOOLLOOMOOLOO,151.22162600000001,-33.873599,WATERLOO DELIVERY FACILITY
16160,2015,ALEXANDRIA,151.194825,-33.910105,ALEXANDRIA DF
16161,2015,BEACONSFIELD,151.194825,-33.910105,ALEXANDRIA DF
16162,2015,EVELEIGH,151.194825,-33.910105,ALEXANDRIA DF
16163,2016,REDFERN,151.206211,-33.894912,WATERLOO DELIVERY FACILITY
16164,2017,WATERLOO,151.206316,-33.903892,WATERLOO DELIVERY FACILITY
16165,2017,ZETLAND,151.206316,-33.903892,WATERLOO DELIVERY FACILITY
16166,2018,EASTLAKES,151.202697,-33.9233,ALEXANDRIA DF
16167,2018,ROSEBERY,151.202697,-33.9233,ALEXANDRIA DF
16168,2019,BANKSMEADOW,151.207285,-33.946923,ALEXANDRIA DF
16169,2019,BOTANY,151.207285,-33.946923,ALEXANDRIA DF
16170,2020,MASCOT,151.176775,-33.936178999999996,ALEXANDRIA DF
16171,2020,SYDNEY DOMESTIC AIRPORT,151.176775,-33.936178999999996,SYD INTERNATIONAL AIRPORT LPO
16172,2020,SYDNEY INTERNATIONAL AIRPORT,151.176775,-33.936178999999996,SYD INTERNATIONAL AIRPORT LPO
16173,2021,CENTENNIAL PARK,151.227236,-33.895705,
16174,2021,MOORE PARK,151.227236,-33.895705,WATERLOO DELIVERY FACILITY
16175,2021,PADDINGTON,151.227236,-33.895705,WATERLOO DELIVERY FACILITY
16176,2022,BONDI JUNCTION,151.245049,-33.896401000000004,WATERLOO DELIVERY FACILITY
16177,2022,BONDI JUNCTION PLAZA,151.245049,-33.896401000000004,WATERLOO DELIVERY FACILITY
16178,2022,QUEENS PARK,151.245049,-33.896401000000004,WATERLOO DELIVERY FACILITY
16179,2023,BELLEVUE HILL,151.25591,-33.884685,WATERLOO DELIVERY FACILITY
16180,2024,BRONTE,151.259392,-33.904414,WATERLOO DELIVERY FACILITY
16181,2024,CHARING CROSS,151.259392,-33.904414,
16182,2024,WAVERLEY,151.259392,-33.904414,WATERLOO DELIVERY FACILITY
16183,2025,WOOLLAHRA,151.240508,-33.888709999999996,WATERLOO DELIVERY FACILITY
16184,2026,BEN BUCKLER,151.268968,-33.891040999999994,
16185,2026,BONDI,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY
16186,2026,BONDI BEACH,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY
16187,2026,NORTH BONDI,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY
16188,2026,TAMARAMA,151.268968,-33.891040999999994,WATERLOO DELIVERY FACILITY
16189,2027,DARLING POINT,151.250494,-33.868972,WATERLOO DELIVERY FACILITY
16190,2027,EDGECLIFF,151.250494,-33.868972,WATERLOO DELIVERY FACILITY
16191,2027,HMAS RUSHCUTTERS,151.250494,-33.868972,WATERLOO DELIVERY FACILITY
16192,2027,POINT PIPER,151.250494,-33.868972,WATERLOO DELIVERY FACILITY
16193,2028,DOUBLE BAY,151.240965,-33.878413,WATERLOO DELIVERY FACILITY
16194,2029,ROSE BAY,151.266989,-33.875709,WATERLOO DELIVERY FACILITY
16195,2030,DIAMOND BAY,151.275977,-33.858378,
16196,2030,DOVER HEIGHTS,151.275977,-33.858378,WATERLOO DELIVERY FACILITY
16197,2030,HMAS WATSON,151.275977,-33.858378,WATERLOO DELIVERY FACILITY
16198,2030,ROSE BAY NORTH,151.275977,-33.858378,ROSE BAY NORTH LPO
16199,2030,VAUCLUSE,151.275977,-33.858378,WATERLOO DELIVERY FACILITY
16200,2030,WATSONS BAY,151.275977,-33.858378,WATERLOO DELIVERY FACILITY
16201,2031,CLOVELLY,151.23916699999998,-33.914832000000004,CLOVELLY WEST LPO
16202,2031,CLOVELLY WEST,151.23916699999998,-33.914832000000004,CLOVELLY WEST LPO
16203,2031,RANDWICK,151.23916699999998,-33.914832000000004,WATERLOO DELIVERY FACILITY
16204,2031,ST PAULS,151.23916699999998,-33.914832000000004,ST PAULS LPO
16205,2032,DACEYVILLE,151.223936,-33.930314,ALEXANDRIA DF
16206,2032,KINGSFORD,151.223936,-33.930314,ALEXANDRIA DF
16207,2033,KENSINGTON,151.218435,-33.911390000000004,ALEXANDRIA DF
16208,2034,COOGEE,151.252171,-33.929096,ALEXANDRIA DF
16209,2034,SOUTH COOGEE,151.252171,-33.929096,ALEXANDRIA DF
16210,2035,MAROUBRA,151.241292,-33.945634999999996,MAROUBRA SOUTH LPO
16211,2035,MAROUBRA SOUTH,151.241292,-33.945634999999996,MAROUBRA SOUTH LPO
16212,2035,PAGEWOOD,151.241292,-33.945634999999996,ALEXANDRIA DF
16213,2036,CHIFLEY,151.237844,-33.969623999999996,ALEXANDRIA DF
16214,2036,EASTGARDENS,151.237844,-33.969623999999996,ALEXANDRIA DF
16215,2036,HILLSDALE,151.237844,-33.969623999999996,ALEXANDRIA DF
16216,2036,LA PEROUSE,151.237844,-33.969623999999996,ALEXANDRIA DF
16217,2036,LITTLE BAY,151.237844,-33.969623999999996,ALEXANDRIA DF
16218,2036,MALABAR,151.237844,-33.969623999999996,ALEXANDRIA DF
16219,2036,MATRAVILLE,151.237844,-33.969623999999996,ALEXANDRIA DF
16220,2036,PHILLIP BAY,151.237844,-33.969623999999996,ALEXANDRIA DF
16221,2036,PORT BOTANY,151.237844,-33.969623999999996,ALEXANDRIA DF
16222,2037,FOREST LODGE,151.184458,-33.880179,ALEXANDRIA DF
16223,2037,GLEBE,151.184458,-33.880179,ALEXANDRIA DF
16224,2038,ANNANDALE,151.170165,-33.881624,ALEXANDRIA DF
16225,2039,ROZELLE,151.17191499999998,-33.867187,ALEXANDRIA DF
16226,2040,LEICHHARDT,151.15681899999998,-33.878774,ALEXANDRIA DF
16227,2040,LILYFIELD,151.15681899999998,-33.878774,ALEXANDRIA DF
16228,2041,BALMAIN,151.180095,-33.858556,ALEXANDRIA DF
16229,2041,BALMAIN EAST,151.180095,-33.858556,ALEXANDRIA DF
16230,2041,BIRCHGROVE,151.180095,-33.858556,ALEXANDRIA DF
16231,2042,ENMORE,151.175354,-33.900649,ALEXANDRIA DF
16232,2042,NEWTOWN,151.175354,-33.900649,ALEXANDRIA DF
16233,2043,ERSKINEVILLE,151.184665,-33.903521000000005,ALEXANDRIA DF
16234,2044,ST PETERS,151.17074,-33.920698,ALEXANDRIA DF
16235,2044,SYDENHAM,151.17074,-33.920698,ALEXANDRIA DF
16236,2044,TEMPE,151.17074,-33.920698,ALEXANDRIA DF
16237,2045,HABERFIELD,151.138684,-33.879301,LIDCOMBE DELIVERY CENTRE
16238,2046,ABBOTSFORD,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE
16239,2046,CANADA BAY,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE
16240,2046,CHISWICK,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE
16241,2046,FIVE DOCK,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE
16242,2046,RODD POINT,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE
16243,2046,RUSSELL LEA,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE
16244,2046,WAREEMBA,151.133865,-33.866044,LIDCOMBE DELIVERY CENTRE
16245,2047,DRUMMOYNE,151.165735,-33.853924,LIDCOMBE DELIVERY CENTRE
16246,2048,STANMORE,151.16564,-33.89418,ALEXANDRIA DF
16247,2048,WESTGATE,151.16564,-33.89418,
